NYSOFA County Code,County Name,Year,Meal Units Served,Meal Type
50,Tompkins,1979,33106,Congregate Meals
50,Tompkins,1979,6594,Home Delivered Meals
51,Ulster,1979,42725,Congregate Meals
51,Ulster,1979,12515,Home Delivered Meals
52,Warren/Hamilton,1979,56589,Congregate Meals
52,Warren/Hamilton,1979,11014,Home Delivered Meals
53,Washington,1979,24498,Congregate Meals
53,Washington,1979,8781,Home Delivered Meals
54,Wayne,1979,35132,Congregate Meals
54,Wayne,1979,4088,Home Delivered Meals
55,Westchester,1979,385298,Congregate Meals
55,Westchester,1979,4282,Home Delivered Meals
56,Wyoming,1979,38030,Congregate Meals
56,Wyoming,1979,6472,Home Delivered Meals
60,New York City,1979,3197055,Congregate Meals
60,New York City,1979,1190265,Home Delivered Meals
62,Seneca Nation,1979,19570,Congregate Meals
62,Seneca Nation,1979,5824,Home Delivered Meals
1,Albany,1980,170204,Congregate Meals
1,Albany,1980,175432,Home Delivered Meals
2,Allegany,1980,19343,Congregate Meals
2,Allegany,1980,13139,Home Delivered Meals
3,Broome,1980,179165,Congregate Meals
3,Broome,1980,52161,Home Delivered Meals
4,Cattaraugus,1980,59410,Congregate Meals
4,Cattaraugus,1980,7009,Home Delivered Meals
5,Cayuga,1980,54758,Congregate Meals
5,Cayuga,1980,14058,Home Delivered Meals
6,Chautauqua,1980,79513,Congregate Meals
6,Chautauqua,1980,39903,Home Delivered Meals
7,Chemung,1980,63651,Congregate Meals
7,Chemung,1980,37790,Home Delivered Meals
8,Chenango,1980,66815,Congregate Meals
8,Chenango,1980,11724,Home Delivered Meals
9,Clinton,1980,40993,Congregate Meals
9,Clinton,1980,4849,Home Delivered Meals
10,Columbia,1980,47133,Congregate Meals
10,Columbia,1980,11073,Home Delivered Meals
11,Cortland,1980,56518,Congregate Meals
11,Cortland,1980,17351,Home Delivered Meals
12,Delaware,1980,40059,Congregate Meals
12,Delaware,1980,12967,Home Delivered Meals
13,Dutchess,1980,63200,Congregate Meals
13,Dutchess,1980,20419,Home Delivered Meals
14,Erie,1980,698990,Congregate Meals
14,Erie,1980,333892,Home Delivered Meals
15,Essex,1980,30483,Congregate Meals
15,Essex,1980,9007,Home Delivered Meals
16,Franklin,1980,85129,Congregate Meals
16,Franklin,1980,47224,Home Delivered Meals
17,Fulton,1980,35904,Congregate Meals
17,Fulton,1980,11361,Home Delivered Meals
18,Genesee,1980,40008,Congregate Meals
18,Genesee,1980,82,Home Delivered Meals
19,Greene,1980,45451,Congregate Meals
19,Greene,1980,12655,Home Delivered Meals
21,Herkimer,1980,39365,Congregate Meals
21,Herkimer,1980,17598,Home Delivered Meals
22,Jefferson,1980,62537,Congregate Meals
22,Jefferson,1980,13701,Home Delivered Meals
23,Lewis,1980,37908,Congregate Meals
23,Lewis,1980,13528,Home Delivered Meals
24,Livingston,1980,34769,Congregate Meals
24,Livingston,1980,3102,Home Delivered Meals
25,Madison,1980,40989,Congregate Meals
25,Madison,1980,8171,Home Delivered Meals
26,Monroe,1980,271831,Congregate Meals
26,Monroe,1980,24584,Home Delivered Meals
27,Montgomery,1980,57225,Congregate Meals
27,Montgomery,1980,23440,Home Delivered Meals
28,Nassau,1980,346594,Congregate Meals
28,Nassau,1980,97298,Home Delivered Meals
29,Niagara,1980,220462,Congregate Meals
29,Niagara,1980,417,Home Delivered Meals
30,Oneida,1980,150045,Congregate Meals
30,Oneida,1980,23477,Home Delivered Meals
31,Onondaga,1980,235546,Congregate Meals
31,Onondaga,1980,8998,Home Delivered Meals
32,Ontario,1980,38151,Congregate Meals
32,Ontario,1980,10995,Home Delivered Meals
33,Orange,1980,100701,Congregate Meals
33,Orange,1980,19742,Home Delivered Meals
34,Orleans,1980,28884,Congregate Meals
34,Orleans,1980,11295,Home Delivered Meals
35,Oswego,1980,48501,Congregate Meals
35,Oswego,1980,16907,Home Delivered Meals
36,Otsego,1980,52185,Congregate Meals
36,Otsego,1980,13476,Home Delivered Meals
37,Putnam,1980,37945,Congregate Meals
37,Putnam,1980,11352,Home Delivered Meals
38,Rensselaer,1980,83282,Congregate Meals
38,Rensselaer,1980,27087,Home Delivered Meals
39,Rockland,1980,99175,Congregate Meals
39,Rockland,1980,8709,Home Delivered Meals
40,St. Lawrence,1980,75251,Congregate Meals
40,St. Lawrence,1980,24139,Home Delivered Meals
41,Saratoga,1980,48117,Congregate Meals
41,Saratoga,1980,24431,Home Delivered Meals
42,Schenectady,1980,87763,Congregate Meals
42,Schenectady,1980,51398,Home Delivered Meals
43,Schoharie,1980,27777,Congregate Meals
43,Schoharie,1980,8241,Home Delivered Meals
44,Schuyler,1980,26079,Congregate Meals
44,Schuyler,1980,5288,Home Delivered Meals
45,Seneca,1980,33913,Congregate Meals
45,Seneca,1980,14515,Home Delivered Meals
46,Steuben,1980,71769,Congregate Meals
46,Steuben,1980,10109,Home Delivered Meals
47,Suffolk,1980,301526,Congregate Meals
47,Suffolk,1980,88690,Home Delivered Meals
48,Sullivan,1980,61272,Congregate Meals
48,Sullivan,1980,8630,Home Delivered Meals
49,Tioga,1980,36507,Congregate Meals
49,Tioga,1980,11577,Home Delivered Meals
50,Tompkins,1980,33778,Congregate Meals
50,Tompkins,1980,11057,Home Delivered Meals
51,Ulster,1980,42507,Congregate Meals
51,Ulster,1980,28274,Home Delivered Meals
52,Warren/Hamilton,1980,56177,Congregate Meals
52,Warren/Hamilton,1980,12495,Home Delivered Meals
53,Washington,1980,22467,Congregate Meals
53,Washington,1980,8902,Home Delivered Meals
54,Wayne,1980,33594,Congregate Meals
54,Wayne,1980,2648,Home Delivered Meals
55,Westchester,1980,386528,Congregate Meals
55,Westchester,1980,16786,Home Delivered Meals
56,Wyoming,1980,42400,Congregate Meals
56,Wyoming,1980,6935,Home Delivered Meals
57,Yates,1980,4167,Congregate Meals
57,Yates,1980,1235,Home Delivered Meals
60,New York City,1980,3187209,Congregate Meals
60,New York City,1980,1235407,Home Delivered Meals
62,Seneca Nation,1980,21803,Congregate Meals
62,Seneca Nation,1980,6337,Home Delivered Meals
1,Albany,1981,206930,Congregate Meals
1,Albany,1981,208303,Home Delivered Meals
2,Allegany,1981,19498,Congregate Meals
2,Allegany,1981,14337,Home Delivered Meals
3,Broome,1981,202162,Congregate Meals
3,Broome,1981,71582,Home Delivered Meals
4,Cattaraugus,1981,61702,Congregate Meals
4,Cattaraugus,1981,7954,Home Delivered Meals
5,Cayuga,1981,56833,Congregate Meals
5,Cayuga,1981,14215,Home Delivered Meals
6,Chautauqua,1981,94853,Congregate Meals
6,Chautauqua,1981,39512,Home Delivered Meals
7,Chemung,1981,59681,Congregate Meals
7,Chemung,1981,71818,Home Delivered Meals
8,Chenango,1981,64845,Congregate Meals
8,Chenango,1981,14789,Home Delivered Meals
9,Clinton,1981,42699,Congregate Meals
9,Clinton,1981,9927,Home Delivered Meals
10,Columbia,1981,46395,Congregate Meals
10,Columbia,1981,17496,Home Delivered Meals
11,Cortland,1981,58734,Congregate Meals
11,Cortland,1981,19659,Home Delivered Meals
12,Delaware,1981,43073,Congregate Meals
12,Delaware,1981,13454,Home Delivered Meals
13,Dutchess,1981,70317,Congregate Meals
13,Dutchess,1981,28977,Home Delivered Meals
14,Erie,1981,675386,Congregate Meals
14,Erie,1981,352396,Home Delivered Meals
15,Essex,1981,32283,Congregate Meals
15,Essex,1981,14502,Home Delivered Meals
16,Franklin,1981,85252,Congregate Meals
16,Franklin,1981,57301,Home Delivered Meals
17,Fulton,1981,35793,Congregate Meals
17,Fulton,1981,19491,Home Delivered Meals
18,Genesee,1981,43030,Congregate Meals
18,Genesee,1981,6022,Home Delivered Meals
19,Greene,1981,42813,Congregate Meals
19,Greene,1981,14583,Home Delivered Meals
21,Herkimer,1981,38143,Congregate Meals
21,Herkimer,1981,29320,Home Delivered Meals
22,Jefferson,1981,65215,Congregate Meals
22,Jefferson,1981,12710,Home Delivered Meals
23,Lewis,1981,38080,Congregate Meals
23,Lewis,1981,14776,Home Delivered Meals
24,Livingston,1981,35531,Congregate Meals
24,Livingston,1981,4682,Home Delivered Meals
25,Madison,1981,42190,Congregate Meals
25,Madison,1981,9960,Home Delivered Meals
26,Monroe,1981,271027,Congregate Meals
26,Monroe,1981,44720,Home Delivered Meals
27,Montgomery,1981,65996,Congregate Meals
27,Montgomery,1981,36866,Home Delivered Meals
28,Nassau,1981,359400,Congregate Meals
28,Nassau,1981,124761,Home Delivered Meals
29,Niagara,1981,192674,Congregate Meals
29,Niagara,1981,815,Home Delivered Meals
30,Oneida,1981,162529,Congregate Meals
30,Oneida,1981,47968,Home Delivered Meals
31,Onondaga,1981,243097,Congregate Meals
31,Onondaga,1981,29816,Home Delivered Meals
32,Ontario,1981,46269,Congregate Meals
32,Ontario,1981,15386,Home Delivered Meals
33,Orange,1981,88784,Congregate Meals
33,Orange,1981,19723,Home Delivered Meals
34,Orleans,1981,30862,Congregate Meals
34,Orleans,1981,17675,Home Delivered Meals
35,Oswego,1981,51090,Congregate Meals
35,Oswego,1981,21737,Home Delivered Meals
36,Otsego,1981,55967,Congregate Meals
36,Otsego,1981,14291,Home Delivered Meals
37,Putnam,1981,38304,Congregate Meals
37,Putnam,1981,15307,Home Delivered Meals
38,Rensselaer,1981,90531,Congregate Meals
38,Rensselaer,1981,25251,Home Delivered Meals
39,Rockland,1981,102078,Congregate Meals
39,Rockland,1981,23257,Home Delivered Meals
40,St. Lawrence,1981,74104,Congregate Meals
40,St. Lawrence,1981,25678,Home Delivered Meals
41,Saratoga,1981,49855,Congregate Meals
41,Saratoga,1981,22051,Home Delivered Meals
42,Schenectady,1981,80658,Congregate Meals
42,Schenectady,1981,57909,Home Delivered Meals
43,Schoharie,1981,31796,Congregate Meals
43,Schoharie,1981,11702,Home Delivered Meals
44,Schuyler,1981,30370,Congregate Meals
44,Schuyler,1981,6448,Home Delivered Meals
45,Seneca,1981,29202,Congregate Meals
45,Seneca,1981,14753,Home Delivered Meals
46,Steuben,1981,51526,Congregate Meals
46,Steuben,1981,9595,Home Delivered Meals
47,Suffolk,1981,287271,Congregate Meals
47,Suffolk,1981,83700,Home Delivered Meals
48,Sullivan,1981,59708,Congregate Meals
48,Sullivan,1981,7314,Home Delivered Meals
49,Tioga,1981,34199,Congregate Meals
49,Tioga,1981,13603,Home Delivered Meals
50,Tompkins,1981,33499,Congregate Meals
50,Tompkins,1981,15999,Home Delivered Meals
51,Ulster,1981,43810,Congregate Meals
51,Ulster,1981,54696,Home Delivered Meals
52,Warren/Hamilton,1981,55231,Congregate Meals
52,Warren/Hamilton,1981,18294,Home Delivered Meals
53,Washington,1981,21841,Congregate Meals
53,Washington,1981,10095,Home Delivered Meals
54,Wayne,1981,36768,Congregate Meals
54,Wayne,1981,3470,Home Delivered Meals
55,Westchester,1981,391155,Congregate Meals
55,Westchester,1981,65861,Home Delivered Meals
56,Wyoming,1981,48013,Congregate Meals
56,Wyoming,1981,13854,Home Delivered Meals
57,Yates,1981,19416,Congregate Meals
57,Yates,1981,6220,Home Delivered Meals
60,New York City,1981,3696460,Congregate Meals
60,New York City,1981,1418851,Home Delivered Meals
62,Seneca Nation,1981,21439,Congregate Meals
62,Seneca Nation,1981,6791,Home Delivered Meals
1,Albany,1982,200963,Congregate Meals
1,Albany,1982,235631,Home Delivered Meals
2,Allegany,1982,17938,Congregate Meals
2,Allegany,1982,12939,Home Delivered Meals
3,Broome,1982,183846,Congregate Meals
3,Broome,1982,54889,Home Delivered Meals
4,Cattaraugus,1982,67270,Congregate Meals
4,Cattaraugus,1982,9303,Home Delivered Meals
5,Cayuga,1982,63784,Congregate Meals
5,Cayuga,1982,15790,Home Delivered Meals
6,Chautauqua,1982,94641,Congregate Meals
6,Chautauqua,1982,38744,Home Delivered Meals
7,Chemung,1982,59717,Congregate Meals
7,Chemung,1982,78700,Home Delivered Meals
8,Chenango,1982,57130,Congregate Meals
8,Chenango,1982,14574,Home Delivered Meals
9,Clinton,1982,37083,Congregate Meals
9,Clinton,1982,13781,Home Delivered Meals
10,Columbia,1982,44943,Congregate Meals
10,Columbia,1982,18810,Home Delivered Meals
11,Cortland,1982,60435,Congregate Meals
11,Cortland,1982,20091,Home Delivered Meals
12,Delaware,1982,42180,Congregate Meals
12,Delaware,1982,12702,Home Delivered Meals
13,Dutchess,1982,67054,Congregate Meals
13,Dutchess,1982,31562,Home Delivered Meals
14,Erie,1982,704775,Congregate Meals
14,Erie,1982,354937,Home Delivered Meals
15,Essex,1982,37075,Congregate Meals
15,Essex,1982,22612,Home Delivered Meals
16,Franklin,1982,86330,Congregate Meals
16,Franklin,1982,62854,Home Delivered Meals
17,Fulton,1982,33714,Congregate Meals
17,Fulton,1982,19328,Home Delivered Meals
18,Genesee,1982,43742,Congregate Meals
18,Genesee,1982,12185,Home Delivered Meals
19,Greene,1982,42328,Congregate Meals
19,Greene,1982,15728,Home Delivered Meals
21,Herkimer,1982,36860,Congregate Meals
21,Herkimer,1982,33545,Home Delivered Meals
22,Jefferson,1982,65651,Congregate Meals
22,Jefferson,1982,15349,Home Delivered Meals
23,Lewis,1982,34725,Congregate Meals
23,Lewis,1982,15539,Home Delivered Meals
24,Livingston,1982,35196,Congregate Meals
24,Livingston,1982,6630,Home Delivered Meals
25,Madison,1982,39847,Congregate Meals
25,Madison,1982,10986,Home Delivered Meals
26,Monroe,1982,255284,Congregate Meals
26,Monroe,1982,58244,Home Delivered Meals
27,Montgomery,1982,57088,Congregate Meals
27,Montgomery,1982,40295,Home Delivered Meals
28,Nassau,1982,335448,Congregate Meals
28,Nassau,1982,153178,Home Delivered Meals
29,Niagara,1982,198826,Congregate Meals
29,Niagara,1982,5261,Home Delivered Meals
30,Oneida,1982,171379,Congregate Meals
30,Oneida,1982,62581,Home Delivered Meals
31,Onondaga,1982,247508,Congregate Meals
31,Onondaga,1982,29186,Home Delivered Meals
32,Ontario,1982,57273,Congregate Meals
32,Ontario,1982,21552,Home Delivered Meals
33,Orange,1982,78822,Congregate Meals
33,Orange,1982,19328,Home Delivered Meals
34,Orleans,1982,28405,Congregate Meals
34,Orleans,1982,21531,Home Delivered Meals
35,Oswego,1982,55698,Congregate Meals
35,Oswego,1982,28608,Home Delivered Meals
36,Otsego,1982,47479,Congregate Meals
36,Otsego,1982,13615,Home Delivered Meals
37,Putnam,1982,33165,Congregate Meals
37,Putnam,1982,15622,Home Delivered Meals
38,Rensselaer,1982,81980,Congregate Meals
38,Rensselaer,1982,33346,Home Delivered Meals
39,Rockland,1982,98608,Congregate Meals
39,Rockland,1982,23786,Home Delivered Meals
40,St. Lawrence,1982,80355,Congregate Meals
40,St. Lawrence,1982,28920,Home Delivered Meals
41,Saratoga,1982,49268,Congregate Meals
41,Saratoga,1982,18990,Home Delivered Meals
42,Schenectady,1982,68198,Congregate Meals
42,Schenectady,1982,53695,Home Delivered Meals
43,Schoharie,1982,27389,Congregate Meals
43,Schoharie,1982,13874,Home Delivered Meals
44,Schuyler,1982,34139,Congregate Meals
44,Schuyler,1982,5878,Home Delivered Meals
45,Seneca,1982,27089,Congregate Meals
45,Seneca,1982,19071,Home Delivered Meals
46,Steuben,1982,63968,Congregate Meals
46,Steuben,1982,9452,Home Delivered Meals
47,Suffolk,1982,281806,Congregate Meals
47,Suffolk,1982,96198,Home Delivered Meals
48,Sullivan,1982,59495,Congregate Meals
48,Sullivan,1982,8359,Home Delivered Meals
49,Tioga,1982,29111,Congregate Meals
49,Tioga,1982,15666,Home Delivered Meals
50,Tompkins,1982,31840,Congregate Meals
50,Tompkins,1982,16305,Home Delivered Meals
51,Ulster,1982,37155,Congregate Meals
51,Ulster,1982,39568,Home Delivered Meals
52,Warren/Hamilton,1982,53022,Congregate Meals
52,Warren/Hamilton,1982,22766,Home Delivered Meals
53,Washington,1982,24009,Congregate Meals
53,Washington,1982,11242,Home Delivered Meals
54,Wayne,1982,37049,Congregate Meals
54,Wayne,1982,12360,Home Delivered Meals
55,Westchester,1982,390190,Congregate Meals
55,Westchester,1982,62867,Home Delivered Meals
56,Wyoming,1982,41612,Congregate Meals
56,Wyoming,1982,18840,Home Delivered Meals
57,Yates,1982,20371,Congregate Meals
57,Yates,1982,9171,Home Delivered Meals
60,New York City,1982,3958988,Congregate Meals
60,New York City,1982,1460480,Home Delivered Meals
62,Seneca Nation,1982,20369,Congregate Meals
62,Seneca Nation,1982,8015,Home Delivered Meals
1,Albany,1983,197436,Congregate Meals
1,Albany,1983,229088,Home Delivered Meals
2,Allegany,1983,20092,Congregate Meals
2,Allegany,1983,14610,Home Delivered Meals
3,Broome,1983,168777,Congregate Meals
3,Broome,1983,47045,Home Delivered Meals
4,Cattaraugus,1983,72551,Congregate Meals
4,Cattaraugus,1983,11455,Home Delivered Meals
5,Cayuga,1983,65888,Congregate Meals
5,Cayuga,1983,17074,Home Delivered Meals
6,Chautauqua,1983,106684,Congregate Meals
6,Chautauqua,1983,49136,Home Delivered Meals
7,Chemung,1983,62964,Congregate Meals
7,Chemung,1983,81059,Home Delivered Meals
8,Chenango,1983,52190,Congregate Meals
8,Chenango,1983,14589,Home Delivered Meals
9,Clinton,1983,42129,Congregate Meals
9,Clinton,1983,19868,Home Delivered Meals
10,Columbia,1983,42534,Congregate Meals
10,Columbia,1983,24364,Home Delivered Meals
11,Cortland,1983,55130,Congregate Meals
11,Cortland,1983,24310,Home Delivered Meals
12,Delaware,1983,38731,Congregate Meals
12,Delaware,1983,13973,Home Delivered Meals
13,Dutchess,1983,71393,Congregate Meals
13,Dutchess,1983,29608,Home Delivered Meals
14,Erie,1983,672065,Congregate Meals
14,Erie,1983,386120,Home Delivered Meals
15,Essex,1983,37864,Congregate Meals
15,Essex,1983,22247,Home Delivered Meals
16,Franklin,1983,89821,Congregate Meals
16,Franklin,1983,59170,Home Delivered Meals
17,Fulton,1983,34314,Congregate Meals
17,Fulton,1983,19503,Home Delivered Meals
18,Genesee,1983,42867,Congregate Meals
18,Genesee,1983,9199,Home Delivered Meals
19,Greene,1983,42943,Congregate Meals
19,Greene,1983,21187,Home Delivered Meals
21,Herkimer,1983,37387,Congregate Meals
21,Herkimer,1983,34183,Home Delivered Meals
22,Jefferson,1983,71399,Congregate Meals
22,Jefferson,1983,26911,Home Delivered Meals
23,Lewis,1983,36057,Congregate Meals
23,Lewis,1983,13175,Home Delivered Meals
24,Livingston,1983,34795,Congregate Meals
24,Livingston,1983,11252,Home Delivered Meals
25,Madison,1983,41063,Congregate Meals
25,Madison,1983,11252,Home Delivered Meals
26,Monroe,1983,253074,Congregate Meals
26,Monroe,1983,61275,Home Delivered Meals
27,Montgomery,1983,58212,Congregate Meals
27,Montgomery,1983,49751,Home Delivered Meals
28,Nassau,1983,325323,Congregate Meals
28,Nassau,1983,171013,Home Delivered Meals
29,Niagara,1983,202346,Congregate Meals
29,Niagara,1983,15080,Home Delivered Meals
30,Oneida,1983,183697,Congregate Meals
30,Oneida,1983,75444,Home Delivered Meals
31,Onondaga,1983,279257,Congregate Meals
31,Onondaga,1983,44104,Home Delivered Meals
32,Ontario,1983,57312,Congregate Meals
32,Ontario,1983,23022,Home Delivered Meals
33,Orange,1983,85548,Congregate Meals
33,Orange,1983,24784,Home Delivered Meals
34,Orleans,1983,28977,Congregate Meals
34,Orleans,1983,22882,Home Delivered Meals
35,Oswego,1983,55306,Congregate Meals
35,Oswego,1983,32895,Home Delivered Meals
36,Otsego,1983,50971,Congregate Meals
36,Otsego,1983,16361,Home Delivered Meals
37,Putnam,1983,37137,Congregate Meals
37,Putnam,1983,15479,Home Delivered Meals
38,Rensselaer,1983,73149,Congregate Meals
38,Rensselaer,1983,40349,Home Delivered Meals
39,Rockland,1983,95571,Congregate Meals
39,Rockland,1983,29520,Home Delivered Meals
40,St. Lawrence,1983,82692,Congregate Meals
40,St. Lawrence,1983,33119,Home Delivered Meals
41,Saratoga,1983,51342,Congregate Meals
41,Saratoga,1983,36792,Home Delivered Meals
42,Schenectady,1983,73985,Congregate Meals
42,Schenectady,1983,62764,Home Delivered Meals
43,Schoharie,1983,29136,Congregate Meals
43,Schoharie,1983,16183,Home Delivered Meals
44,Schuyler,1983,33396,Congregate Meals
44,Schuyler,1983,5792,Home Delivered Meals
45,Seneca,1983,27778,Congregate Meals
45,Seneca,1983,20960,Home Delivered Meals
46,Steuben,1983,67169,Congregate Meals
46,Steuben,1983,17121,Home Delivered Meals
47,Suffolk,1983,284680,Congregate Meals
47,Suffolk,1983,124142,Home Delivered Meals
48,Sullivan,1983,56784,Congregate Meals
48,Sullivan,1983,14301,Home Delivered Meals
49,Tioga,1983,26393,Congregate Meals
49,Tioga,1983,16636,Home Delivered Meals
50,Tompkins,1983,29078,Congregate Meals
50,Tompkins,1983,18341,Home Delivered Meals
51,Ulster,1983,37012,Congregate Meals
51,Ulster,1983,36975,Home Delivered Meals
52,Warren/Hamilton,1983,55060,Congregate Meals
52,Warren/Hamilton,1983,25605,Home Delivered Meals
